gen,ind,L,objective_function_1,objective_function_2,constraint_ea_min,Ds,lc,ls,A_proj,A_nec,Nt,Nb,Re_t,Res,jl,js,jb,jr,jc,delta_PT,delta_Ps,hio,hs
1,1,7.550143195170546,486748.93156815786,0,-20.451875955671404,1.3208,0.5246419315569245,1.654048,732.6091739691327,583.9762605287793,1216.0,4.0,4232.63997747285,1621.9124126110087,0.926348455864322,1.2,0.9598406163427721,1.0,0.7483922502181649,181.5280984788983,32.37731792956084,565.597266261024,235.2031450151144
1,2,5.817955484395257,180139.90394900428,0,24.311126745731446,0.7365999999999999,0.24826470525404742,1.435794362679853,176.88009341996292,219.21249645236026,508.0,4.0,50251.51497129242,6720.072330545125,0.9305298212508413,1.2,0.9457023604276722,1.0,0.8684600964957825,105012.79030459022,1591.8430655674065,1868.4850116518016,729.482733169466
1,3,4.821438699846866,68060.39130652268,0,54.29596709278506,0.48895,0.10762327247997272,0.4407780030575389,72.71467091386721,143.41003416223379,252.0,10.0,47703.29090689178,42143.61571599906,0.7678941487039901,1.0909090909090908,0.8947600048788296,1.0,1.0828608380187306,36040.12117069209,52915.07297971884,1792.2928142298188,1991.268250492502
1,4,6.621155446022148,395255.91349372745,0,-27.498887301012452,0.8382,0.2911234832770094,1.2637677063264303,337.61227736469704,254.80385853935942,852.0,5.0,51761.84687095102,3480.709628261417,0.8860393160599639,1.1666666666666667,0.9723853984453943,1.0,0.837083744710478,238416.1900949612,245.32528358224727,5589.394787221834,480.6821869826462
1,5,5.0276238250227285,277546.52650452347,0,21.209394869981686,0.9398,0.16522295024541697,1.693728840524507,215.8383640463856,257.59255910787147,538.0,2.0,73360.13289224803,3204.238804027992,0.9062796599065376,1.3333333333333333,0.9193861286516036,1.0,1.1348460344552667,181413.77903687884,65.34455554814478,5540.976720630468,463.40549011694804
1,6,5.5570595242944485,200686.05935191672,0,58.00812968906229,0.635,0.16635309728042497,1.162920370119909,99.3291356686607,211.3751485340244,224.0,4.0,91908.75379655331,5051.94442320313,0.9303190422384204,1.2,0.9240544818913389,1.0,1.0135295600686718,162909.95038914785,167.36887156151414,6635.959702015683,607.370810620394
1,7,2.9402722550409406,190044.28893371735,0,94.81726048433299,0.30479999999999996,0.11495497733569386,0.1633943610008133,14.077397879169544,138.2476479685086,80.0,17.0,39887.14000846335,111157.3430268256,0.8128586458969487,1.0555555555555556,0.8902092635519445,1.0,0.8163229746228275,5674.159637073199,176958.65963120578,1553.2330002928559,2901.3763102125554
1,8,4.589492966603312,149275.96597954893,0,51.10743841880337,0.5334,0.11916344668563016,0.24669091420227113,65.92054709602944,122.31845204965991,240.0,18.0,79774.2800169267,56289.958051525704,0.7063396431695828,1.0526315789473684,0.9070351499413623,1.0,1.085196997854712,160005.2513261406,76968.69110539363,2704.3357266701487,2282.135266979776
1,9,16.517141066449334,1306085.4450404104,0,-659.9826070700041,1.4224,0.31569291040130565,0.9554668620618286,2496.9685760904777,326.4085422352588,2526.0,17.0,17458.865215380152,2734.200389514582,0.7320371254235667,1.0555555555555556,0.9415871225745283,1.0,1.053772726585433,69759.25314953484,437.0061543634929,2342.986489998137,378.2218672062176
1,10,3.9897436369716375,120855.65856536724,0,84.69730005875059,0.43815,0.07996550471840584,0.7908730206041558,35.02041314312911,172.49140875089927,110.0,5.0,38941.662198571255,36091.63344133226,0.8864352356029634,1.1666666666666667,0.8839426356713582,1.0,1.1539239065507338,4659.002711318788,12653.79529487852,1142.7813456581755,1903.8799406522926
1,11,4.3862791232073315,282124.7099481608,0,72.14502774535568,0.38735,0.0599779477827649,0.21589143373637115,35.70097080127775,108.66230695486624,136.0,20.0,88391.39197453477,89805.8275248954,0.7038465667818676,1.0476190476190477,0.8983747544490217,1.0,1.1920215088210746,107915.78484972095,277016.68969780096,2935.609399024492,3070.2247813102917
1,12,2.6123917913517176,456760.1431204334,0,80.77484222656331,0.43815,0.1400804471894033,0.4704732894335417,27.829356579203964,114.87791674867576,178.0,5.0,143414.43598548623,44661.77610248276,0.8333471979483588,1.1666666666666667,0.8999092611520298,1.0,0.9132665745492006,486113.7924343128,31547.23760348146,4323.590823542891,2031.0646902862024
1,13,8.498746734306353,624614.981171739,0,-167.2261199939825,1.4224,0.288614958049621,1.3330426849446493,1089.479860414414,400.21136121636545,2142.0,6.0,19390.807613317564,1571.147346429523,0.8412642678353413,1.1428571428571428,0.9530550706687597,1.0,1.0829981258831776,40723.2002784656,59.99875700227676,2548.2010637020203,282.4044753322969
1,14,6.290384478831864,177354.11134226323,0,64.38280973630447,0.59055,0.12778714492306706,0.7399972144653044,128.37380762381292,316.0578237696467,341.0,8.0,8813.21796813543,11828.428135817378,0.9039336677419781,1.1111111111111112,0.928041789153409,1.0,1.0906108212912868,499.50421774173583,6991.538251901497,454.87277276864324,1222.0843467906075
1,15,6.5243290733289205,238156.19471968917,0,68.60353735821758,0.8382,0.22873915552719484,1.2631702350612588,239.48442760197557,657.9881950589677,460.0,5.0,4656.0683063509105,10803.36226629126,0.8957926194591245,1.1666666666666667,0.9746423503139372,1.0,0.9706760478663233,65.10244411074012,2179.166637187859,174.0727582877885,863.9057089276829
1,16,6.568799002390406,284849.5574853779,0,-34.22546821327,1.0668,0.17425179078272532,0.9652673202516288,356.43346717725865,256.01168503973895,680.0,6.0,25197.546128487284,11301.010885531914,0.8205714628509537,1.1428571428571428,0.9346758397984747,1.0,1.1477778378069936,11041.034263822348,2984.391839429109,806.7113244606121,903.1750631789477
1,17,12.260263074965422,525010.5338819146,0,-84.28940743893459,1.0668,0.31313716538471986,1.5984947034411414,815.9234762971779,431.0455018780687,834.0,7.0,10716.762884342354,6824.23061529621,0.888573056376947,1.125,0.9399650426658831,1.0,0.9414816908880745,2097.3344357461897,1512.1198309281567,407.08251764589585,536.1514098590717
1,18,6.9868124849217885,640212.3224613565,0,-56.691227823104875,0.9398,0.1754438786741201,1.3330426849446493,400.58017266529777,247.74391168798883,958.0,5.0,61379.392531733145,2425.0317738368726,0.8881730073969849,1.1666666666666667,0.9416962853777491,1.0,1.1159089759511693,451808.2092629577,164.8831342501461,6405.824606906099,494.273547014299
