gen,ind,L,objective_function_1,objective_function_2,constraint_ea_min,Ds,lc,ls,A_proj,A_nec,Nt,Nb,Re_t,Res,jl,js,jb,jr,jc,delta_PT,delta_Ps,hio,hs
1,1,3.8958203903371276,86.03400595306384,106912.0288902875,67.86095650665263,0.59055,0.1698805160991376,0.6123812447910857,86.03400595306384,231.65380112300124,369.0,6.0,16288.928602353288,20216.95877725666,0.8501746209027743,1.1428571428571428,0.9166828211216713,1.0,0.9691424262202257,2168.5244267878975,11577.696682924598,758.7248470496666,1347.3994697502408
1,2,2.628169391536436,17.30178420152711,1234079.6166276764,87.09807489750749,0.38735,0.11871481280994825,0.21714617692253463,17.30178420152711,96.647618077221,110.0,12.0,232070.63277651407,89286.89943801118,0.7645308035200502,1.0769230769230769,0.9228666742964498,1.0,0.9444303175594982,1226539.6794918776,128198.18713579881,6354.2813479980505,2780.323681671966
1,3,5.547406543953509,210.15443385450038,96248.82014252523,61.657790050132164,0.7874,0.1253789066094525,0.3471963233493664,210.15443385450038,484.8724467385891,633.0,15.0,4747.720895946575,18338.949347956474,0.7610837198444103,1.0625,0.9452898220549569,1.0,1.1604071479157727,151.71295300097154,24257.716904473797,237.51324492699928,1389.8276990750862
1,4,2.1511707441646837,2.7464927367155276,18587122.873741556,101.7071629186044,0.20500339999999995,0.0574618961862577,0.32779746082376715,2.7464927367155276,83.40809669063479,16.0,6.0,1286722.5531517463,97415.07060125587,0.8419501712604678,1.1428571428571428,0.8439427573497356,1.0,1.0717287675802276,18608119.428215984,9275.464474426914,54803.231619292535,3042.435262611756
1,5,4.665451143832893,91.95475433420367,105671.8888319586,80.36118152357611,0.59055,0.1198027727907166,0.6499903068488423,91.95475433420367,373.2108924873659,247.0,7.0,8671.22032761708,32132.448210143055,0.8195931539191706,1.125,0.8858413240962696,1.0,1.1172255936255104,157.46663911288465,14828.894528928517,336.4564475474004,1422.822113232032
1,6,2.068390645668185,11.140891049643717,109938.55072615799,94.26690684207459,0.33654999999999996,0.09840819462886327,0.3828930433717486,11.140891049643717,103.79944425822093,90.0,5.0,133569.21453929698,59638.37609986835,0.8671566671811524,1.1666666666666667,0.9097906009499694,1.0,0.9797188500028869,167732.0338263423,46072.39310018431,4084.4669726513266,2729.1474034213616
1,7,3.8539768126611778,83.03409390800218,55762.79847533884,50.17798483288028,0.635,0.13541377500236226,0.4964329178262373,83.03409390800218,151.4612216549877,360.0,7.0,50088.45545223637,22872.131995000564,0.8068339263740036,1.125,0.9098121997382422,1.0,1.0892890701988567,51876.41855727706,13019.0329673841,1863.6330463511692,1626.5666872892466
1,8,6.606368159474303,178.70884990711352,111653.25125941921,34.209161115515556,0.6858,0.15007262953699646,0.8016953677545392,178.70884990711352,252.44629492062987,452.0,8.0,14119.341595916232,13012.783205247528,0.8645104023958203,1.1111111111111112,0.9341966149729779,1.0,1.0770379030400499,2844.2362975738806,6160.762443006908,676.7400004877097,1242.2647657128075
1,9,9.492842267724503,726.4378446891265,71378.42819416788,-127.99921081337843,1.2191999999999998,0.28384644195224495,1.0205814426887412,726.4378446891265,311.7769550176586,959.0,9.0,32201.607169595318,4047.3350031486984,0.8221806085024147,1.1,0.9409530472181028,1.0,1.0426699909591828,49101.50781200182,178.31399383029918,2867.6112546215318,386.6633229112761
1,10,2.8401269129630027,33.541544119826355,109145.90576219588,76.4473248543235,0.5334,0.10244485805251011,0.21383414893117933,33.541544119826355,117.47250983908344,148.0,13.0,115772.50923899561,109714.65105770828,0.6305757111615531,1.0714285714285714,0.8961567538338098,1.0,1.1402041159564318,128368.82094446638,101435.3348177295,2732.2215432723524,2434.3354151810204
