gen,ind,L,objective_function_1,objective_function_2,constraint_ea_min,Ds,lc,ls,A_proj,A_nec,Nt,Nb,Re_t,Res,jl,js,jb,jr,jc,delta_PT,delta_Ps,hio,hs
1,1,2.0780102179281483,8.456710121626129,3795753.847115461,96.58923639882478,0.30479999999999996,0.08381514907047087,0.47166760836938665,8.456710121626129,100.54628239039423,68.0,4.0,407206.9598796688,23645.28386688096,0.8945707621393256,1.2,0.9240286424117148,1.0,1.0198256277657647,3809672.9480099976,2198.010894536733,29107.78299169379,1987.6577130398994
1,2,2.5452588639644786,30.059189289177997,116394.02701923037,86.48463874515417,0.48895,0.11726552421494892,0.8418600456790846,30.059189289177997,162.34730111631453,148.0,3.0,33334.24957434918,12987.947189724024,0.8825972108942315,1.25,0.8968651137070605,1.0,1.0570187836406248,3719.750041264516,544.4729395051097,2948.022434452795,1087.1681149924596
1,3,6.469519292375169,233.85884671815091,112559.5789216388,43.96458648525707,0.8382,0.24384672484191716,0.5686375846384197,233.85884671815091,383.1527194645171,453.0,11.0,9456.032763449974,16971.78469164155,0.8483226687390314,1.0833333333333333,0.9819997584193993,1.0,0.9397951755971814,458.28443785225517,7640.386640508947,364.56160755207236,957.2786620304546
1,4,10.721082772348598,732.3117508669525,118864.93684827574,-124.59886513990847,1.1176,0.19315056262113364,0.476449456389391,732.3117508669525,318.95268751468376,856.0,22.0,6012.722210989469,9457.765579419083,0.6647268027413197,1.0434782608695652,0.9350926733475444,1.0,1.1332229704822816,444.854872872551,1348.4582788517075,748.9885005546963,594.8353343902404
1,5,6.553361623754628,164.20159484534102,292721.38811496616,30.984253832544503,0.7365999999999999,0.15896578813761175,1.3377838563963045,164.20159484534102,221.84684117599286,314.0,4.0,98348.22062306342,5268.062452977069,0.9033881623069884,1.2,0.909602373597442,1.0,1.0830529479491386,304603.8790061728,161.4008912066938,7005.375892311578,563.9969930840261
1,6,3.6504578884708474,12.23433089719414,10838145.808417752,92.66838672800391,0.30479999999999996,0.04680219676943202,0.4136108796500267,12.23433089719414,99.21111396654919,42.0,8.0,735270.0303724265,46092.7653329984,0.8436221765160914,1.1111111111111112,0.8476359278725473,1.0,1.2222795880764319,10856938.407452643,7071.5090348904905,35024.80528951934,2010.1724191079948
1,7,4.866803865692991,232.23550535311134,96899.4321659739,11.172207447070836,0.9398,0.33293340930756576,0.5044609394174642,232.23550535311134,247.5124896731478,598.0,9.0,29892.241623884696,24780.86360460526,0.7680113752719662,1.1,0.9193861286516036,1.0,0.8338203732808902,14079.744022350842,9679.073811675249,924.864993720368,861.6989745580075
1,8,4.687876591929436,159.91745837285885,904530.9078975637,18.15934318982905,0.7874,0.29888947521469256,0.3804721711596936,159.91745837285885,184.15044778211418,570.0,12.0,103160.4527112287,10276.187849749113,0.7805633591370893,1.0769230769230769,0.9395276612891077,1.0,0.7871541132749672,917317.0698202003,1065.0719226366043,9704.374905576598,737.7071583086318
1,9,1.746663306229756,2.9269282795854155,419049.90908268676,102.0825710123335,0.20500339999999995,0.05972174227527105,0.1724928661048298,2.9269282795854155,100.32560490620597,21.0,10.0,106402.14578025625,426418.28560974996,0.7106639620534179,1.0909090909090908,0.8439427573497356,1.0,1.049186330888192,12913.424347237085,420242.2434299239,2553.8292891201063,5489.884125595424
1,10,5.668278381263418,107.87558004412448,111885.33962192762,53.51990092537503,0.5334,0.19609245662770372,0.7609075285237729,107.87558004412448,209.5481205033216,318.0,7.0,23113.780678223407,7922.768658889312,0.8907833316553435,1.125,0.9226664825742035,1.0,0.8212929606207248,8133.672927727426,639.2374503449521,2932.606312596447,711.5277119749072
2,16,10.013866613017441,335.60983703154005,220496.3684839054,-41.07072609041795,0.8382,0.13003439401120281,1.1393142661809923,335.60983703154005,229.75845059043328,420.0,8.0,73527.00303724264,3677.429164631207,0.909932356213042,1.1111111111111112,0.9801946352246317,1.0,1.1509183127972165,232454.2964984848,236.83801457940757,5551.057547063518,547.8491072144868
2,19,6.7694708855851315,470.49657799092427,93224.64465910735,-64.31570071192243,1.1176,0.42122061886212786,0.5602254009546307,470.49657799092427,277.88124551510896,871.0,12.0,47273.38886435807,8043.4540477707515,0.7557267080089214,1.0769230769230769,0.9526503237502136,1.0,0.7879543704549538,105567.42520710357,621.6905479962238,3898.6264707966775,435.8583554708229
2,15,6.369152696216695,546.8617168496382,113739.69608621174,-36.492113005137334,1.2191999999999998,0.4136422080607347,0.6664363229046435,546.8617168496382,386.49625426809666,1076.0,9.0,11943.07483785178,14276.882465367758,0.762448488116632,1.1,0.9294991733346646,1.0,0.8580594866094995,2074.2495913520324,4844.304322436215,443.94020407200566,635.7343997207626
2,4,10.721082772348598,732.3117508669525,118864.93684827574,-124.59886513990847,1.1176,0.19315056262113364,0.476449456389391,732.3117508669525,318.95268751468376,856.0,22.0,6012.722210989469,9457.765579419083,0.6647268027413197,1.0434782608695652,0.9350926733475444,1.0,1.1332229704822816,444.854872872551,1348.4582788517075,748.9885005546963,594.8353343902404
2,13,11.750855325353129,1413.5474434357882,162821.56674937595,-298.048198702723,1.3208,0.30986474137990144,1.514821232891647,1413.5474434357882,350.7142440992227,2010.0,7.0,29254.456739005152,1494.9028356078668,0.8716625001294891,1.125,0.9522724357701018,1.0,1.035434982961467,174633.74861010816,91.09186073221474,3540.8750747107288,326.39333932558486
2,7,4.866803865692991,232.23550535311134,96899.4321659739,11.172207447070836,0.9398,0.33293340930756576,0.5044609394174642,232.23550535311134,247.5124896731478,598.0,9.0,29892.241623884696,24780.86360460526,0.7680113752719662,1.1,0.9193861286516036,1.0,0.8338203732808902,14079.744022350842,9679.073811675249,924.864993720368,861.6989745580075
2,8,4.687876591929436,159.91745837285885,904530.9078975637,18.15934318982905,0.7874,0.29888947521469256,0.3804721711596936,159.91745837285885,184.15044778211418,570.0,12.0,103160.4527112287,10276.187849749113,0.7805633591370893,1.0769230769230769,0.9395276612891077,1.0,0.7871541132749672,917317.0698202003,1065.0719226366043,9704.374905576598,737.7071583086318
2,20,4.8557317937774584,208.45895458620754,102569.83322640153,25.75077643564218,0.9398,0.2345066404630269,1.6094566395588186,208.45895458620754,263.0422674323355,538.0,3.0,33225.94886818411,7767.203804249093,0.9094675127399718,1.25,0.9193861286516036,1.0,1.0206948511585003,17120.479116924376,967.9376566740858,1006.49927942354,702.1547158526171
2,5,6.553361623754628,164.20159484534102,292721.38811496616,30.984253832544503,0.7365999999999999,0.15896578813761175,1.3377838563963045,164.20159484534102,221.84684117599286,314.0,4.0,98348.22062306342,5268.062452977069,0.9033881623069884,1.2,0.909602373597442,1.0,1.0830529479491386,304603.8790061728,161.4008912066938,7005.375892311578,563.9969930840261
2,18,6.553361623754628,164.20159484534102,292721.38811496616,30.984253832544503,0.7365999999999999,0.15896578813761175,1.3377838563963045,164.20159484534102,221.84684117599286,314.0,4.0,98348.22062306342,5268.062452977069,0.9033881623069884,1.2,0.909602373597442,1.0,1.0830529479491386,304603.8790061728,161.4008912066938,7005.375892311578,563.9969930840261
